Time ns, Temperature
1583331385279432819, 1379
1583331386279499166, 1389
1583331387279423940, 1382
1583331388279534064, 1394
1583331389279484697, 1377
1583331390280002653, 1392
1583331391279546725, 1401
1583331392274579128, 1393
1583331393279509538, 1398
1583331394279550752, 1389
1583331395279677969, 1391
1583331396279522705, 1393
1583331397279577937, 1384
1583331398279626894, 1397
1583331399279735424, 1392
1583331400279638413, 1378
1583331401279728583, 1387
1583331402280313959, 1403
1583331403279672840, 1379
1583331404279594266, 1403
1583331405279681517, 1388
1583331406279701414, 1395
1583331407279597233, 1393
1583331408279662093, 1386
1583331409279711308, 1396
1583331410279645363, 1382
1583331411279765574, 1388
1583331412279687022, 1393
1583331413279728390, 1405
1583331414279761554, 1383
1583331415279747056, 1382
1583331416279760096, 1397
1583331417279766295, 1383
1583331418279740461, 1386
1583331419279689290, 1395
1583331420279703266, 1390
1583331421280001471, 1396
1583331422279850852, 1391
1583331423279849732, 1495
1583331424274873942, 1376
1583331425279870693, 1379
1583331426279848759, 1392
1583331427279836127, 1397
1583331428279871918, 1387
1583331429279847893, 1383
1583331430279840503, 1385
1583331431279858066, 1392
1583331432279676263, 1378
1583331433279900642, 1387
1583331434280114837, 1389
1583331435279922236, 1386
1583331436279915590, 1403
1583331437279758007, 1386
1583331438280009037, 1387
1583331439279916097, 1393
1583331440279945722, 1472
1583331441279977437, 1384
1583331442280003062, 1393
1583331443279985387, 1392
1583331444279965108, 1387
1583331445280008641, 1394
1583331446279973373, 1376
1583331447280017381, 1389
1583331448280137142, 1387
1583331449280049933, 1375
1583331450279994752, 1384
1583331451280028110, 1388
1583331452280109187, 1374
1583331453280109051, 1392
1583331454279955112, 1390
1583331455280056453, 1386
1583331456275053988, 1382
1583331457280077522, 1395
1583331458280054107, 1385
1583331459280087532, 1392
1583331460280123303, 1383
1583331461280071084, 1387
1583331462280011281, 1383
1583331463280123508, 1379
1583331464280265296, 1373
1583331465280175296, 1378
1583331466280315464, 1389
1583331467280156015, 1376
1583331468280186771, 1387
1583331469280146288, 1378
1583331470280251271, 1376
1583331471280193603, 1389
1583331472280241082, 1372
1583331473280215342, 1382
1583331474280126280, 1384
1583331475280247185, 1379
1583331476280218218, 1381
1583331477280108541, 1387
1583331478280236684, 1375
1583331479280238622, 1391
1583331480280227603, 1385
1583331481280319250, 1377
1583331482280261949, 1388
1583331483280276975, 1379
1583331484280351077, 1377
1583331485280283910, 1371
1583331486280274915, 1377
1583331487280417818, 1475
1583331488275317008, 1375
1583331489280376629, 1375
1583331490280194271, 1383
1583331491280319543, 1373
1583331492280205081, 1383
1583331493280395574, 1375
1583331494280402070, 1378
1583331495280413155, 1386
1583331496280385977, 1375
1583331497280476711, 1374
1583331498280421004, 1374
1583331499280454142, 1381
1583331500280399258, 1382
1583331501280405395, 1375
1583331502280444663, 1377
1583331503280454799, 1366
1583331504280630162, 1467
1583331505280321523, 1380
1583331506280447816, 1379
1583331507280543462, 1376
1583331508280532680, 1383
1583331509280589889, 1370
1583331510280509895, 1367
1583331511280624810, 1363
1583331512280536454, 1382
1583331513280560770, 1367
1583331514280537579, 1387
1583331515280566566, 1361
1583331516280551836, 1388
1583331517280467942, 1379
1583331518280595779, 1368
1583331519280541201, 1362
1583331520275621104, 1378
1583331521280595980, 1392
1583331522280436528, 1371
1583331523280609519, 1360
1583331524280567517, 1364
1583331525280637347, 1371
1583331526280636748, 1375
1583331527280893306, 1379
1583331528280645965, 1387
1583331529280679304, 1381
1583331530280711648, 1375
1583331531280699838, 1364
1583331532280545149, 1373
1583331533280826683, 1376
1583331534280719980, 1371
1583331535280773784, 1377
1583331536280735529, 1370
1583331537280771356, 1367
1583331538280767666, 1371
1583331539280770599, 1376
1583331540280682896, 1374
1583331541280706126, 1367
1583331542280878922, 1383
1583331543280853003, 1374
1583331544280774768, 1376
1583331545280915610, 1367
1583331546280907899, 1374
1583331547281129404, 1358
1583331548280848690, 1362
1583331549280852496, 1375
1583331550280966612, 1366
1583331551280943662, 1370
1583331552275730780, 1385
1583331553280980974, 1371
1583331554280953254, 1362
1583331555281023419, 1367
1583331556280951611, 1370
1583331557281039459, 1376
1583331558280917324, 1375
1583331559280925624, 1360
1583331560280900624, 1362
1583331561281132727, 1366
1583331562281011762, 1371
1583331563280994030, 1380
1583331564280963124, 1362
1583331565280972883, 1355
1583331566281042525, 1366
1583331567281010361, 1374
1583331568280950693, 1390
1583331569281064909, 1359
1583331570280983793, 1358
1583331571281024910, 1370
1583331572281065425, 1375
1583331573281027368, 1371
1583331574281100296, 1351
1583331575281128725, 1375
1583331576281185345, 1360
1583331577280981203, 1366
1583331578281091171, 1363
1583331579281190521, 1360
1583331580281087024, 1360
1583331581281246682, 1351
1583331582280940210, 1357
1583331583281071010, 1373
1583331584276285816, 1370
1583331585281113266, 1359
1583331586281336057, 1375
1583331587281139269, 1360
1583331588281174532, 1361
1583331589281176889, 1360
1583331590281202774, 1361
1583331591281205833, 1365
1583331592281169082, 1356
1583331593281170992, 1373
1583331594281195364, 1363
1583331595281222039, 1360
1583331596281255088, 1365
1583331597281151489, 1360
1583331598281275793, 1360
1583331599281322821, 1356
1583331600281224861, 1358
1583331601281317751, 1360
1583331602281271240, 1363
1583331603281292863, 1359
1583331604281215801, 1358
1583331605281282382, 1356
1583331606281339126, 1360
1583331607281309424, 1360
1583331608281301321, 1373
1583331609281319205, 1381
1583331610281488656, 1365
1583331611281369625, 1359
1583331612281205018, 1360
1583331613281412340, 1354
1583331614281408550, 1360
1583331615281397711, 1463
1583331616276487997, 1352
1583331617281426679, 1360
1583331618281463140, 1362
1583331619281440890, 1467
1583331620281490446, 1361
1583331621281424621, 1360
1583331622281427183, 1355
1583331623281464085, 1354
1583331624281411451, 1360
1583331625281485921, 1360
1583331626281522248, 1373
1583331627281320041, 1360
1583331628281526067, 1348
1583331629281513982, 1359
1583331630281501887, 1362
1583331631281509867, 1360
1583331632281540173, 1451
1583331633281555909, 1360
1583331634281577221, 1355
1583331635281627101, 1345
1583331636281611770, 1349
1583331637281463711, 1349
1583331638281573391, 1342
1583331639281573606, 1355
1583331640281640446, 1354
1583331641281613890, 1344
1583331642281606757, 1360
1583331643281597776, 1344
1583331644281602488, 1360
1583331645281656042, 1360
1583331646281586445, 1347
1583331647281639532, 1355
1583331648276681889, 1354
1583331649281641398, 1354
1583331650281685174, 1358
1583331651281680933, 1349
1583331652281696817, 1363
1583331653281642989, 1344
1583331654281664640, 1331
1583331655281673030, 1349
1583331656281690575, 1359
1583331657281644804, 1343
1583331658281721039, 1351
1583331659281759936, 1361
1583331660281680868, 1346
1583331661281767342, 1349
1583331662281783487, 1356
1583331663281678400, 1353
1583331664281722744, 1353
1583331665281764394, 1360
1583331666281788354, 1351
1583331667281935204, 1348
1583331668281812357, 1360
1583331669281675490, 1351
1583331670281930992, 1357
1583331671281654128, 1363
1583331672281621541, 1363
1583331673281824837, 1337
1583331674281801521, 1349
1583331675281901402, 1358
1583331676281893341, 1357
1583331677281821503, 1347
1583331678282023378, 1346
1583331679281862011, 1440
1583331680276883993, 1355
1583331681281889181, 1348
1583331682281827863, 1349
1583331683281914628, 1344
1583331684281698212, 1342
1583331685281914978, 1349
1583331686281846777, 1338
1583331687281821911, 1354
1583331688281828512, 1359
1583331689281820405, 1346
1583331690281944498, 1363
1583331691281966679, 1345
1583331692282027597, 1346
1583331693281862867, 1351
1583331694281955463, 1346
1583331695281858652, 1346
1583331696281944283, 1439
1583331697281917090, 1354
1583331698281974985, 1351
1583331699281889146, 1355
1583331700281992728, 1346
1583331701281928011, 1357
1583331702281807544, 1353
1583331703282028300, 1358
1583331704282005625, 1347
1583331705281975131, 1355
1583331706281922979, 1344
1583331707281952703, 1349
1583331708281998954, 1345
1583331709281915717, 1344
1583331710282011849, 1345
1583331711281985576, 1345
1583331712277040604, 1345
1583331713281955375, 1356
1583331714282076520, 1344
1583331715281960231, 1344
1583331716282053867, 1332
1583331717282006475, 1344
1583331718282044442, 1350
1583331719281982965, 1341
1583331720282119913, 1354
1583331721282076047, 1338
1583331722282078449, 1343
1583331723281992583, 1342
1583331724282239824, 1343
1583331725282138826, 1338
1583331726282123910, 1339
1583331727282027176, 1348
1583331728282152941, 1325
1583331729282134619, 1349
1583331730282175564, 1338
1583331731282074937, 1342
1583331732282005866, 1347
1583331733282344680, 1343
1583331734282132244, 1353
1583331735282054204, 1344
1583331736282365220, 1353
1583331737282161719, 1353
1583331738282238476, 1343
1583331739282164704, 1343
1583331740282243619, 1345
1583331741282338314, 1338
1583331742282418897, 1338
1583331743282129049, 1453
1583331744277249437, 1349
1583331745282167743, 1345
1583331746282255641, 1328
1583331747282200064, 1339
1583331748282241516, 1338
1583331749282117944, 1341
1583331750282231297, 1344
1583331751282184871, 1344
1583331752282248362, 1335
1583331753282140726, 1343
1583331754282278601, 1345
1583331755282266084, 1346
1583331756282266911, 1347
1583331757282211358, 1338
1583331758282258670, 1338
1583331759282197750, 1330
1583331760282384880, 1437
1583331761282243006, 1343
1583331762282194309, 1335
1583331763282236424, 1338
1583331764282382338, 1341
1583331765282229528, 1329
1583331766282292294, 1342
1583331767282253123, 1334
1583331768282440096, 1331
1583331769282255592, 1342
1583331770282387520, 1334
1583331771282243943, 1338
1583331772282424041, 1340
1583331773282265244, 1339
1583331774282326351, 1332
1583331775282292671, 1339
1583331776277435388, 1347
1583331777282292351, 1331
1583331778282445323, 1334
1583331779282295184, 1329
1583331780282422154, 1343
1583331781282310918, 1339
1583331782282456913, 1335
1583331783282336850, 1334
1583331784282418624, 1340
1583331785282345529, 1329
1583331786282464597, 1332
1583331787282378213, 1331
1583331788282492019, 1331
1583331789282468233, 1330
1583331790282502411, 1330
1583331791282386491, 1327
1583331792282400207, 1337
1583331793282431276, 1328
1583331794282544494, 1335
1583331795282389405, 1334
1583331796282606690, 1344
1583331797282729851, 1344
1583331798282552715, 1339
1583331799282624259, 1344
1583331800282640935, 1328
1583331801282653402, 1334
1583331802282665562, 1337
1583331803282592094, 1328
1583331804282667600, 1328
1583331805282675238, 1339
1583331806282680194, 1333
1583331807282506911, 1438
1583331808277677579, 1332
1583331809282677963, 1339
1583331810282699203, 1325
1583331811282701533, 1337
1583331812282720307, 1344
1583331813282691726, 1325
1583331814282694615, 1323
1583331815282729247, 1328
1583331816282730939, 1336
1583331817282705029, 1329
1583331818282750890, 1328
1583331819282787067, 1337
1583331820282742739, 1326
1583331821282762663, 1339
1583331822282606565, 1331
1583331823282761506, 1335
1583331824282781999, 1431
1583331825282790079, 1327
1583331826282792822, 1335
1583331827282816397, 1330
1583331828282803439, 1338
1583331829282832955, 1331
1583331830282834953, 1328
1583331831282864608, 1323
1583331832282837450, 1339
1583331833282890184, 1329
1583331834282868595, 1339
1583331835282882996, 1326
1583331836282874324, 1331
1583331837282907368, 1332
1583331838282887996, 1331
1583331839282898449, 1321
1583331840277896576, 1329
1583331841282854819, 1331
1583331842282882435, 1324
1583331843282905028, 1328
1583331844282895094, 1333
1583331845282894038, 1323
1583331846282894367, 1328
1583331847282827592, 1328
1583331848282797328, 1327
1583331849282921272, 1327
1583331850282930423, 1321
1583331851282936063, 1319
1583331852282780023, 1333
1583331853282928444, 1333
1583331854282904364, 1328
1583331855283021293, 1331
1583331856282992859, 1324
1583331857283013330, 1329
1583331858283048883, 1326
1583331859283018528, 1330
1583331860283060802, 1334
1583331861283057077, 1328
1583331862283117385, 1325
1583331863283055446, 1322
1583331864283087181, 1331
1583331865283079911, 1326
1583331866283081998, 1328
1583331867283100748, 1317
1583331868282969243, 1328
1583331869283091860, 1321
1583331870283118625, 1328
1583331871283122015, 1323
1583331872278123355, 1318
1583331873283131697, 1328
1583331874283118359, 1317
1583331875283126806, 1323
1583331876283132940, 1328
1583331877283096572, 1323
1583331878283062842, 1322
1583331879283155670, 1327
1583331880283186707, 1323
1583331881283163028, 1318
1583331882283048919, 1318
1583331883283091792, 1319
1583331884283205483, 1323
1583331885283211951, 1329
1583331886283214121, 1326
1583331887283203088, 1333
1583331888283216455, 1428
1583331889283224891, 1313
1583331890283238743, 1323
1583331891283107107, 1325
1583331892283240489, 1325
1583331893283182839, 1315
1583331894283259479, 1327
1583331895283276965, 1327
1583331896283294200, 1344
1583331897283258221, 1312
1583331898283258995, 1329
1583331899283173955, 1328
1583331900283297320, 1319
1583331901283304253, 1312
1583331902283328605, 1325
1583331903283316860, 1327
1583331904278359682, 1325
1583331905283339876, 1328
1583331906283352159, 1334
1583331907283231249, 1328
1583331908283228701, 1323
1583331909283364157, 1328
1583331910283261733, 1323
1583331911283336855, 1315
1583331912283201757, 1328
1583331913283191770, 1319
1583331914283449737, 1310
1583331915283301086, 1321
1583331916283537738, 1316
1583331917283509960, 1306
1583331918283517065, 1334
1583331919283499888, 1337
1583331920283495010, 1322
1583331921283605753, 1314
1583331922283535704, 1321
1583331923283271531, 1315
1583331924283550863, 1315
1583331925283573140, 1319
1583331926283591922, 1326
1583331927283580376, 1319
1583331928283634689, 1319
1583331929283586604, 1327
1583331930283574307, 1317
1583331931283585467, 1320
1583331932283601206, 1328
1583331933283360410, 1309
1583331934283597179, 1311
1583331935283617385, 1423
1583331936278613580, 1322
1583331937283423124, 1317
1583331938283605172, 1311
1583331939283622892, 1322
1583331940283645299, 1314
1583331941283649974, 1323
1583331942283438565, 1315
1583331943283441844, 1314
1583331944283661859, 1314
1583331945283660577, 1312
1583331946283659885, 1296
1583331947283668727, 1325
1583331948283634778, 1326
1583331949283699429, 1316
1583331950283693213, 1309
1583331951283681201, 1315
1583331952283655314, 1403
1583331953283668995, 1315
1583331954283681772, 1319
1583331955283685566, 1315
1583331956283712660, 1323
1583331957283700833, 1319
1583331958283696438, 1313
1583331959283711050, 1322
1583331960283723610, 1311
1583331961283760744, 1318
1583331962283730845, 1321
1583331963283740634, 1313
1583331964283745856, 1314
1583331965283697755, 1305
1583331966283789701, 1322
1583331967283651256, 1321
1583331968278800954, 1307
1583331969283773091, 1302
1583331970283762083, 1310
1583331971283756620, 1322
1583331972283896129, 1297
1583331973283638851, 1315
1583331974283735445, 1317
1583331975283787783, 1318
1583331976283823827, 1313
1583331977283828646, 1321
1583331978283878766, 1314
1583331979283843452, 1297
1583331980283852281, 1326
1583331981283843688, 1312
1583331982283874558, 1329
1583331983283873776, 1314
1583331984283876696, 1307
1583331985283896095, 1302
1583331986283930100, 1318
1583331987283909290, 1310
1583331988283908740, 1311
1583331989283885722, 1312
1583331990283734889, 1307
1583331991283944969, 1299
1583331992283951533, 1306
1583331993283962285, 1302
1583331994283948340, 1327
1583331995283945449, 1302
1583331996283969537, 1305
1583331997283826702, 1314
1583331998283986574, 1312
1583331999283992386, 1424
1583332000279004046, 1303
1583332001283991192, 1305
1583332002283793460, 1309
1583332003283937389, 1305
1583332004284009640, 1302
1583332005284016421, 1310
1583332006284014590, 1314
1583332007284067903, 1309
1583332008284091178, 1313
1583332009284046459, 1313
1583332010284071789, 1310
1583332011284068479, 1309
1583332012284120243, 1296
1583332013284081330, 1302
1583332014284048545, 1307
1583332015284094606, 1307
1583332016284111477, 1391
1583332017284117200, 1298
1583332018284133876, 1302
1583332019284131354, 1307
1583332020284165318, 1309
1583332021284146372, 1304
1583332022284152426, 1298
1583332023284164168, 1296
1583332024284165757, 1306
1583332025284152441, 1303
1583332026284213034, 1296
1583332027284085954, 1309
1583332028284182775, 1301
1583332029284201321, 1305
1583332030284142637, 1298
1583332031284246057, 1299
1583332032280630836, 1310
1583332033284095451, 1299
1583332034284119733, 1312
1583332035284229640, 1301
1583332036284354672, 1303
1583332037284296261, 1296
1583332038284248490, 1310
1583332039284257694, 1314
1583332040284278330, 1311
1583332041284302488, 1299
1583332042284251373, 1305
1583332043284301708, 1301
1583332044284329354, 1296
1583332045284303190, 1296
1583332046284352910, 1306
1583332047284362089, 1302
1583332048284370818, 1302
1583332049284314909, 1328
1583332050284353206, 1299
1583332051284357490, 1297
1583332052284355794, 1295
1583332053284384323, 1299
1583332054284352520, 1296
1583332055284354577, 1305
1583332056284414028, 1298
1583332057284220124, 1305
1583332058284426832, 1295
1583332059284417284, 1305
1583332060284401854, 1299
1583332061284401316, 1287
1583332062284240971, 1309
1583332063284259540, 1293
1583332064279444653, 1301
1583332065284432068, 1307
1583332066284437337, 1299
1583332067284480936, 1307
1583332068284433123, 1299
1583332069284458908, 1302
1583332070284461083, 1290
1583332071284465625, 1296
1583332072284483594, 1305
1583332073284533935, 1302
1583332074284604335, 1301
1583332075284529599, 1309
1583332076284541481, 1307
1583332077284547352, 1296
1583332078284555173, 1301
1583332079284567823, 1289
1583332080284594567, 1399
1583332081284681105, 1299
1583332082284581079, 1297
1583332083284636229, 1295
1583332084284620186, 1297
1583332085284621068, 1299
1583332086284601075, 1301
1583332087284685113, 1296
1583332088284647617, 1297
1583332089284627218, 1312
1583332090284653492, 1312
1583332091284645475, 1296
1583332092284470509, 1295
1583332093284684696, 1296
1583332094284810415, 1305
1583332095284653755, 1295
1583332096279693513, 1289
1583332097284696493, 1297
1583332098284684027, 1296
1583332099284701096, 1299
1583332100284711036, 1295
1583332101284727357, 1296
1583332102284726659, 1294
1583332103284740999, 1288
1583332104284779871, 1296
1583332105284754523, 1296
1583332106284752424, 1302
1583332107284733712, 1307
1583332108284755919, 1296
1583332109284829530, 1297
1583332110284793951, 1286
1583332111284757586, 1291
1583332112284794282, 1305
1583332113284815358, 1280
1583332114284810697, 1296
1583332115284789052, 1305
1583332116284830286, 1302
1583332117284799022, 1290
1583332118284830877, 1294
1583332119284822511, 1283
1583332120284861730, 1293
1583332121284828033, 1303
1583332122284671252, 1295
1583332123284949465, 1296
1583332124284876006, 1291
1583332125284876945, 1291
1583332126284931630, 1294
1583332127284929947, 1292
1583332128279938470, 1287
1583332129284908672, 1286
1583332130284933446, 1296
1583332131284949293, 1293
1583332132284950510, 1294
1583332133284960538, 1285
1583332134284932333, 1280
1583332135284949562, 1290
1583332136284978222, 1291
1583332137284990627, 1296
1583332138284991222, 1292
1583332139284996815, 1294
1583332140285050094, 1287
1583332141285020838, 1302
1583332142285029247, 1290
1583332143285003056, 1312
1583332144284966235, 1405
1583332145285032942, 1281
1583332146285037387, 1287
1583332147285060587, 1286
1583332148285059226, 1293
1583332149285136395, 1290
1583332150285174792, 1292
1583332151285089400, 1295
1583332152284926792, 1297
1583332153285081512, 1294
1583332154285122444, 1297
1583332155285110885, 1288
1583332156285117084, 1295
1583332157285134166, 1281
1583332158285128596, 1296
1583332159285151224, 1293
1583332160280187294, 1287
1583332161285154150, 1293
1583332162285174551, 1293
1583332163285162618, 1291
1583332164285165101, 1279
1583332165285191801, 1294
1583332166285205157, 1289
1583332167285258608, 1280
1583332168285209758, 1280
1583332169285215987, 1280
1583332170285217551, 1296
1583332171285238543, 1291
1583332172285226443, 1296
1583332173285254349, 1280
1583332174285272858, 1295
1583332175285293780, 1285
1583332176285262547, 1285
1583332177285261651, 1286
1583332178285298720, 1291
1583332179285323266, 1300
1583332180285322936, 1283
1583332181285309716, 1279
1583332182285158115, 1287
1583332183285314190, 1281
1583332184285330194, 1293
1583332185285332181, 1280
1583332186285360967, 1286
1583332187285342695, 1290
1583332188285407076, 1296
1583332189285376898, 1287
1583332190285373847, 1285
1583332191285389002, 1393
1583332192280384856, 1286
1583332193285403788, 1282
1583332194285390593, 1283
1583332195285394935, 1297
1583332196285403598, 1287
1583332197285442438, 1265
1583332198285267539, 1295
1583332199285427757, 1293
1583332200285464225, 1278
1583332201285476975, 1277
1583332202285474114, 1283
1583332203285472158, 1282
1583332204285476672, 1280
1583332205285490234, 1290
1583332206285480965, 1282
1583332207285491297, 1267
1583332208285500673, 1298
1583332209285507028, 1274
1583332210285532771, 1281
1583332211285519349, 1274
1583332212285423479, 1279
1583332213285564193, 1281
1583332214285568015, 1271
1583332215285584417, 1280
1583332216285592321, 1274
1583332217285623153, 1281
1583332218285594887, 1296
1583332219285584757, 1281
1583332220285582161, 1293
1583332221285607928, 1289
1583332222285618020, 1282
1583332223285614372, 1285
1583332224280635052, 1283
1583332225285643352, 1277
1583332226285682602, 1289
1583332227285644363, 1283
1583332228285672741, 1280
1583332229285763058, 1275
1583332230285679498, 1283
1583332231285718543, 1284
1583332232285718109, 1289
1583332233285694642, 1281
1583332234285676078, 1282
1583332235285751994, 1278
1583332236285663719, 1279
1583332237285772290, 1296
1583332238285741132, 1287
1583332239286712063, 1277
1583332240285753278, 1283
1583332241285749413, 1283
1583332242285552490, 1277
1583332243285795289, 1265
1583332244285774161, 1278
1583332245286846399, 1285
1583332246285658679, 1280
1583332247285751286, 1281
1583332248285789317, 1275
1583332249285728113, 1280
1583332250286867358, 1287
1583332251285848367, 1283
1583332252286841425, 1289
1583332253286809866, 1277
1583332254286865966, 1273
1583332255286868803, 1273
1583332256286670169, 1266
1583332257286926366, 1285
1583332258286883671, 1279
1583332259286896582, 1267
1583332260286902623, 1273
1583332261286918428, 1280
1583332262286893463, 1280
1583332263286917791, 1280
1583332264286888154, 1283
1583332265286928160, 1278
1583332266286945996, 1280
1583332267286958620, 1274
1583332268287072179, 1280
1583332269286971323, 1280
1583332270286951703, 1277
1583332271287001823, 1277
1583332272287916117, 1318
1583332273287001982, 1278
1583332274287006407, 1283
1583332275287008873, 1267
1583332276287025848, 1269
1583332277287024633, 1280
1583332278286932319, 1270
1583332279287004295, 1273
1583332280287051599, 1290
1583332281287067418, 1274
1583332282287077575, 1279
1583332283287072312, 1285
1583332284287067005, 1280
1583332285287110248, 1280
1583332286287113583, 1275
1583332287287134571, 1283
1583332288286895622, 1285
1583332289287156729, 1286
1583332290287243162, 1285
1583332291287145049, 1280
1583332292287128144, 1279
1583332293287147589, 1274
1583332294287148094, 1278
1583332295287167768, 1274
1583332296287233564, 1271
1583332297287196214, 1275
1583332298287215059, 1266
1583332299287098791, 1279
1583332300287168743, 1274
1583332301287220735, 1280
1583332302287019830, 1271
1583332303287234165, 1266
1583332304287197453, 1270
1583332305287254680, 1268
1583332306287267977, 1271
1583332307287274258, 1281
1583332308287169404, 1276
1583332309287243269, 1277
1583332310287311106, 1264
1583332311287331826, 1281
1583332312287303538, 1271
1583332313287318050, 1264
1583332314287193737, 1266
1583332315287325593, 1277
1583332316287315136, 1264
1583332317287335912, 1261
1583332318287369214, 1277
1583332319287354645, 1383
1583332320287340413, 1269
1583332321287320628, 1278
1583332322287348153, 1267
1583332323287362049, 1271
1583332324287380417, 1264
1583332325287388583, 1277
1583332326287394555, 1264
1583332327287427009, 1264
1583332328287403274, 1266
1583332329287294934, 1271
1583332330287442684, 1277
1583332331287466958, 1254
1583332332287242093, 1279
1583332333287447909, 1271
1583332334287470049, 1270
1583332335287489916, 1267
1583332336287515469, 1394
1583332337287482357, 1280
1583332338287515509, 1273
1583332339287500019, 1271
1583332340287447664, 1269
1583332341287518900, 1259
1583332342287525220, 1271
1583332343287533370, 1264
1583332344287431274, 1263
1583332345287574841, 1263
1583332346287558647, 1264
1583332347287537518, 1271
1583332348287591410, 1269
1583332349287597982, 1264
1583332350287617650, 1273
1583332351287620326, 1273
1583332352287427544, 1264
1583332353287609653, 1278
1583332354287625211, 1264
1583332355287609928, 1274
1583332356287628787, 1274
1583332357287605564, 1251
1583332358287675878, 1274
1583332359287454803, 1275
1583332360287628544, 1264
1583332361287720686, 1258
1583332362287526000, 1271
1583332363287717050, 1267
1583332364287702308, 1268
1583332365287719271, 1274
1583332366287701012, 1258
1583332367287751890, 1267
1583332368287734221, 1262
1583332369287723940, 1264
1583332370287740321, 1264
1583332371287760031, 1261
1583332372287752905, 1266
1583332373287749137, 1266
1583332374287741934, 1264
1583332375287760746, 1264
1583332376287770091, 1264
1583332377287796012, 1263
1583332378287792106, 1263
1583332379287795960, 1266
1583332380287800935, 1253
1583332381287811844, 1251
1583332382287835900, 1263
1583332383287804879, 1264
1583332384287642974, 1265
1583332385287812312, 1264
1583332386287850092, 1265
1583332387287838486, 1255
1583332388287771602, 1264
1583332389287858891, 1264
1583332390287796687, 1264
1583332391287863548, 1264
1583332392287700212, 1264
1583332393287710778, 1264
1583332394287884509, 1269
1583332395287983987, 1260
1583332396287932942, 1254
1583332397287933123, 1264
1583332398288043669, 1251
1583332399287972610, 1261
1583332400287972422, 1367
1583332401287972673, 1258
1583332402287972311, 1264
1583332403287831331, 1266
1583332404288013357, 1264
1583332405287971483, 1254
1583332406288008294, 1265
1583332407287998240, 1267
1583332408287995724, 1263
1583332409288047314, 1260
1583332410288063528, 1249
1583332411288055286, 1266
1583332412288068224, 1254
1583332413288075451, 1264
1583332414288096856, 1255
1583332415288090166, 1249
1583332416288032428, 1250
1583332417288104569, 1260
1583332418288115528, 1253
1583332419288143282, 1258
1583332420288135926, 1261
1583332421288136554, 1250
1583332422287950430, 1273
1583332423288172252, 1254
1583332424288127768, 1247
1583332425288145626, 1259
1583332426288174732, 1266
1583332427288175872, 1251
1583332428288173951, 1253
1583332429288178946, 1259
1583332430288190196, 1264
1583332431288197122, 1259
1583332432288189236, 1261
1583332433288217728, 1254
1583332434288310612, 1264
1583332435288277915, 1251
1583332436288236984, 1261
1583332437288262158, 1247
1583332438288242900, 1253
1583332439288274606, 1253
1583332440288222950, 1264
1583332441288248263, 1249
1583332442288231915, 1264
1583332443288328293, 1264
